qid,text
2540,time it takes the earth to spin on its axis
2541,what is the meaning of wearing a ring on pinky finger
2542,who was the asian fly girl on in living color
2543,who played kirk's mother in star trek
2544,who built the titanic and where did they build it
2545,how many episodes are in true blood season 1
2546,who plays rodrick from diary of a wimpy kid
2547,who plays the wildling girl in game of thrones
2548,what is north korea's relationship with the united states
2549,who said don't fire until you see
2550,what season of ncis is the port to port killer in
2551,what is the theme of world environment day 2015
2552,bone that makes up posterior surface of the orbit
2553,how many stokvels are there in south africa
2554,who scored a victory in taiwans first democratic public elections in 1996
2555,the legislature having two houses is known as
2556,who is amy on good morning america married to
2557,when was the first national bravery award given
2558,when did sicily become a part of italy
2559,where does secret life of bees take place
2560,why should glucose not be present in urine
2561,i love you a bushel and a peck release date
2562,where is the superior colliculus located in the brain
2563,how many superbowls have the patriots won in a row
2564,briefly describe the shape of the bacterium that causes cholera
2565,where did 1 direction finish in x factor
2566,to what does the title of do women have to be naked to get into the met. museum refer
2567,who wrote just a little talk with jesus
2568,how many trillion miles in a light year
2569,where are the flint hills located in kansas
2570,what was the real name of harry potter
2571,when does dr owen come to grey's anatomy
2572,when did jane beale come back to eastenders
2573,what are the 2 types of seismic wave
2574,when did germany become a country the first time
2575,what is the purpose of a hydrocolloid dressing
2576,who owns the rights to little shop of horrors
2577,where is the strait of magellan located on a map
2578,where is the tv show southern charm filmed
2579,where was the first madrasa set up by british in india
2580,when was the last time miss north carolina won miss america
2581,what does the c stand for in crp
2582,who were all the members of the traveling wilburys
2583,when did air force master sergeant stripes change
2584,what kind of truck was in bj and the bear
2585,what island is haiti and the dominican republic on
2586,who played mae harmer in death in paradise
2587,when does damon and elena get together in vampire diaries
2588,who wrote uncle tom's cabin and why was it important
2589,man city vs man united head to head record
2590,who played the ghost of anakin skywalker in episode 6
2591,who fought against each other in world war 1
2592,what part of the carrot is the seed
2593,where was the first test atomic bomb dropped
2594,an application is software that allows you to perform a specific task true or false
2595,who dicovered the occurence of oil in assam
2596,who painted the lady with the pearl earring
2597,who played hillary curtis on the young and the restless
2598,how did the british museum get the marbles
2599,when did lorde's first song come out
2600,where is epithelial tissue found in the skin
2601,how does the national bureau of standards determine time
2602,who worked to get photography recognized as a fine art
2603,who plays luna in the harry potter movies
